#PVF_File

1	0	0	0	0
1000	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	2
0	0	0	0	1100
0	550	0	550	0
0	0	0	0	0
0	0	0	0	0
0	0	0	3	0
0	0	0	1200	0
1100	0	1100	0	0
0	0	0	0	0
0	0	0	0	0
0	0	4	0	0
0	0	1300	0	1650
0	1650	0	0	0
0	0	0	0	0
0	0	0	0	0
0	5	0	0	0
0	1400	0	2200	0
2200	0	0	0	0
0	0	0	0	0
0	0	0	0	0
6	0	0	0	0
1500	0	2750	0	2750
0	0	0	0	0
0	0	0	0	0
0	0	0	0	7
0	0	0	0	1600
0	3300	0	3300	0
0	0	0	0	0
0	0	0	0	0
0	0	0	8	0
0	0	0	1700	0
3850	0	3850	0	0
0	0	0	0	0
0	0	0	0	0
0	0	9	0	0
0	0	1800	0	4400
0	4400	0	0	0
0	0	0	0	0
0	0	0	0	0
0	10	0	0	0
0	1900	0	4950	0
4950	0	0	0	0
0	0	0	0	0
0	0	0	0	0
11	0	0	0	0
2000	0	5500	0	5500
0	0	0	0	0
0	0	0	0	0
0	0	0	0	12
0	0	0	0	2100
0	6050	0	6050	0
0	0	0	0	0
0	0	0	0	0
0	0	0	13	0
0	0	0	2200	0
6600	0	6600	0	0
0	0	0	0	0
0	0	0	0	0
0	0	14	0	0
0	0	2300	0	7150
0	7150	0	0	0
0	0	0	0	0
0	0	0	0	0
0	15	0	0	0
0	2400	0	7700	0
7700	0	0	0	0
0	0	0	0	0
0	0	0	0	0
16	0	0	0	0
2500	0	8250	0	8250
0	0	0	0	0
0	0	0	0	0
0	0	0	0	17
0	0	0	0	2600
0	8800	0	8800	0
0	0	0	0	0
0	0	0	0	0
0	0	0	18	0
0	0	0	2700	0
9350	0	9350	0	0
0	0	0	0	0
0	0	0	0	0
0	0	19	0	0
0	0	2800	0	9900
0	9900	0	0	0
0	0	0	0	0
0	0	0	0	0
0	20	0	0	0
0	2900	0	10450	0
10450	0	0	0	0
0	0	0	0	0
0	0	0	0	0
21	0	0	0	0
3000	0	11000	0	11000
0	0	0	0	0
0	0	0	0	0
0	0	0	0	22
0	0	0	0	3100
0	11550	0	11550	0
0	0	0	0	0
0	0	0	0	0
0	0	0	23	0
0	0	0	3200	0
12100	0	12100	0	0
0	0	0	0	0
0	0	0	0	0
0	0	24	0	0
0	0	3300	0	12650
0	12650	0	0	0
0	0	0	0	0
0	0	0	0	0
0	25	0	0	0
0	3400	0	13200	0
13200	0	0	0	0
0	0	0	0	0
0	0	0	0	0
26	0	0	0	0
3500	0	13750	0	13750
0	0	0	0	0
0	0	0	0	0
0	0	0	0	27
0	0	0	0	3600
0	14300	0	14300	0
0	0	0	0	0
0	0	0	0	0
0	0	0	28	0
0	0	0	3700	0
14850	0	14850	0	0
0	0	0	0	0
0	0	0	0	0
0	0	29	0	0
0	0	3800	0	15400
0	15400	0	0	0
0	0	0	0	0
0	0	0	0	0
0	30	0	0	0
0	3900	0	15950	0
15950	0	0	0	0
0	0	0	0	0
0	0	0	0	0
31	0	0	0	0
4000	0	16500	0	16500
0	0	0	0	0
0	0	0	0	0
0	0	0	0	32
0	0	0	0	4100
0	17050	0	17050	0
0	0	0	0	0
0	0	0	0	0
0	0	0	33	0
0	0	0	4200	0
17600	0	17600	0	0
0	0	0	0	0
0	0	0	0	0
0	0	34	0	0
0	0	4300	0	18150
0	18150	0	0	0
0	0	0	0	0
0	0	0	0	0
0	35	0	0	0
0	4400	0	18700	0
18700	0	0	0	0
0	0	0	0	0
0	0	0	0	0
36	0	0	0	0
4500	0	19250	0	19250
0	0	0	0	0
0	0	0	0	0
0	0	0	0	37
0	0	0	0	4600
0	19800	0	19800	0
0	0	0	0	0
0	0	0	0	0
0	0	0	38	0
0	0	0	4700	0
20350	0	20350	0	0
0	0	0	0	0
0	0	0	0	0
0	0	39	0	0
0	0	4800	0	20900
0	20900	0	0	0
0	0	0	0	0
0	0	0	0	0
0	40	0	0	0
0	4900	0	21450	0
21450	0	0	0	0
0	0	0	0	0
0	0	0	0	0
41	0	0	0	0
5000	0	22000	0	22000
0	0	0	0	0
0	0	0	0	0
0	0	0	0	42
0	0	0	0	5100
0	22550	0	22550	0
0	0	0	0	0
0	0	0	0	0
0	0	0	43	0
0	0	0	5200	0
23100	0	23100	0	0
0	0	0	0	0
0	0	0	0	0
0	0	44	0	0
0	0	5300	0	23650
0	23650	0	0	0
0	0	0	0	0
0	0	0	0	0
0	45	0	0	0
0	5400	0	24200	0
24200	0	0	0	0
0	0	0	0	0
0	0	0	0	0
46	0	0	0	0
5500	0	24750	0	24750
0	0	0	0	0
0	0	0	0	0
0	0	0	0	47
0	0	0	0	5600
0	25300	0	25300	0
