#PVF_File

1	10	10	10	10	229	200	52	92	52	92	0	0	0	0	0	0	0	0	0	0	0	0	0
2	20	20	20	20	298	250	60	185	60	185	0	0	0	0	0	0	0	0	0	0	2	2	0
3	30	30	30	30	373	300	68	277	68	277	0	0	0	0	0	0	0	0	0	0	4	4	0
4	40	40	40	40	452	350	76	370	76	370	0	0	0	0	0	0	0	0	0	0	6	6	0
5	50	50	50	50	536	400	84	462	84	462	0	0	0	0	0	0	0	0	0	0	8	8	0
6	60	60	60	60	626	450	92	554	92	554	0	0	0	0	0	0	0	0	0	0	10	10	0
7	70	70	70	70	720	500	100	647	100	647	0	0	0	0	0	0	0	0	0	0	12	12	0
8	80	80	80	80	821	550	108	739	108	739	0	0	0	0	0	0	0	0	0	0	14	14	0
9	90	90	90	90	926	600	116	832	116	832	0	0	0	0	0	0	0	0	0	0	16	16	0
10	100	100	100	100	1036	650	124	924	124	924	0	0	0	0	0	0	0	0	0	0	18	18	0
11	110	110	110	110	1152	700	132	1016	132	1016	1	1	0	0	0	0	0	0	0	0	20	20	0
12	120	120	120	120	1273	750	140	1109	140	1109	1	1	0	0	0	0	0	0	0	0	22	22	0
13	130	130	130	130	1400	800	148	1201	148	1201	1	1	0	0	0	0	0	0	0	0	24	24	0
14	140	140	140	140	1532	850	156	1294	156	1294	1	1	0	0	0	0	0	0	0	0	26	26	0
15	150	150	150	150	1670	900	164	1386	164	1386	1	1	0	0	0	0	0	0	0	0	28	28	0
16	160	160	160	160	1813	950	172	1478	172	1478	1	1	0	0	0	0	0	0	0	0	30	30	0
17	170	170	170	170	1962	1000	180	1571	180	1571	1	1	0	0	0	0	0	0	0	0	32	32	0
18	180	180	180	180	2117	1050	188	1663	188	1663	1	1	0	0	0	0	0	0	0	0	34	34	0
19	190	190	190	190	2278	1100	196	1756	196	1756	1	1	0	0	0	0	0	0	0	0	36	36	0
20	200	200	200	200	2444	1150	204	1848	204	1848	1	1	0	0	0	0	0	0	0	0	38	38	0
21	210	210	210	210	2616	1200	212	1940	212	1940	1	1	0	0	0	0	0	0	0	0	40	40	0
22	220	220	220	220	2794	1250	220	2033	220	2033	1	1	0	0	0	0	0	0	0	0	42	42	0
23	230	230	230	230	2979	1300	228	2125	228	2125	1	1	0	0	0	0	0	0	0	0	44	44	0
24	240	240	240	240	3169	1350	236	2218	236	2218	1	1	0	0	0	0	0	0	0	0	46	46	0
25	250	250	250	250	3365	1400	244	2310	244	2310	1	1	0	0	0	0	0	0	0	0	48	48	0
