#PVF_File

1	30	0	30	0	50	50	2	150	2	150
2	30	5	30	5	74	74	7	300	7	300
3	30	11	30	11	101	101	12	450	12	450
4	30	17	30	17	133	133	17	600	17	600
5	30	23	30	23	168	168	22	750	22	750
6	30	29	30	29	207	207	27	900	27	900
7	30	35	30	35	250	250	32	1050	32	1050
8	30	42	30	42	296	296	37	1200	37	1200
9	30	49	30	49	347	347	42	1350	42	1350
10	30	56	30	56	401	401	47	1500	47	1500
11	30	64	30	64	459	459	52	1650	52	1650
12	30	72	30	72	521	521	57	1800	57	1800
13	30	80	30	80	586	586	62	1950	62	1950
14	30	88	30	88	656	656	67	2100	67	2100
15	30	96	30	96	729	729	72	2250	72	2250
16	30	105	30	105	806	806	77	2400	77	2400
17	30	114	30	114	887	887	82	2550	82	2550
18	30	123	30	123	971	971	87	2700	87	2700
19	30	133	30	133	1060	1060	92	2850	92	2850
20	30	143	30	143	1152	1152	97	3000	97	3000
21	30	153	30	153	1248	1248	102	3150	102	3150
22	30	163	30	163	1348	1348	107	3300	107	3300
23	30	173	30	173	1451	1451	112	3450	112	3450
24	30	184	30	184	1559	1559	117	3600	117	3600
25	30	195	30	195	1670	1670	122	3750	122	3750
26	30	206	30	206	1785	1785	127	3900	127	3900
27	30	218	30	218	1904	1904	132	4050	132	4050
28	30	230	30	230	2026	2026	137	4200	137	4200
29	30	242	30	242	2153	2153	142	4350	142	4350
30	30	254	30	254	2283	2283	147	4500	147	4500
31	30	266	30	266	2417	2417	152	4650	152	4650
32	30	279	30	279	2555	2555	157	4800	157	4800
33	30	292	30	292	2696	2696	162	4950	162	4950
34	30	305	30	305	2842	2842	167	5100	167	5100
35	30	319	30	319	2991	2991	172	5250	172	5250
36	30	333	30	333	3144	3144	177	5400	177	5400
37	30	347	30	347	3301	3301	182	5550	182	5550
38	30	361	30	361	3461	3461	187	5700	187	5700
39	30	375	30	375	3626	3626	192	5850	192	5850
40	30	390	30	390	3794	3794	197	6000	197	6000
41	30	405	30	405	4144	4144	202	6150	202	6150
42	30	420	30	420	4501	4501	207	6300	207	6300
43	30	436	30	436	4864	4864	212	6450	212	6450
44	30	452	30	452	5233	5233	217	6600	217	6600
45	30	468	30	468	5609	5609	222	6750	222	6750
46	30	484	30	484	5992	5992	227	6900	227	6900
47	30	500	30	500	6381	6381	232	7050	232	7050
48	30	517	30	517	6776	6776	237	7200	237	7200
49	30	534	30	534	7178	7178	242	7350	242	7350
50	30	551	30	551	7587	7587	247	7500	247	7500
51	30	569	30	569	8047	8047	252	7650	252	7650
52	30	587	30	587	8513	8513	257	7800	257	7800
53	30	605	30	605	8986	8986	262	7950	262	7950
54	30	623	30	623	9466	9466	267	8100	267	8100
55	30	641	30	641	9952	9952	272	8250	272	8250
56	30	660	30	660	10444	10444	277	8400	277	8400
57	30	679	30	679	10943	10943	282	8550	282	8550
58	30	698	30	698	11449	11449	287	8700	287	8700
59	30	718	30	718	11961	11961	292	8850	292	8850
60	30	738	30	738	12479	12479	297	9000	297	9000
61	30	758	30	758	13004	13004	302	9150	302	9150
62	30	778	30	778	13536	13536	307	9300	307	9300
63	30	798	30	798	14074	14074	312	9450	312	9450
64	30	819	30	819	14618	14618	317	9600	317	9600
65	30	840	30	840	15169	15169	322	9750	322	9750
66	30	861	30	861	15727	15727	327	9900	327	9900
67	30	883	30	883	16291	16291	332	10050	332	10050
68	30	905	30	905	16861	16861	337	10200	337	10200
69	30	927	30	927	17438	17438	342	10350	342	10350
70	30	949	30	949	18022	18022	347	10500	347	10500
71	30	971	30	971	18612	18612	352	10650	352	10650
72	30	994	30	994	19208	19208	357	10800	357	10800
73	30	1017	30	1017	19811	19811	362	10950	362	10950
74	30	1040	30	1040	20421	20421	367	11100	367	11100
75	30	1064	30	1064	21037	21037	372	11250	372	11250
76	30	1088	30	1088	21659	21659	377	11400	377	11400
77	30	1112	30	1112	22288	22288	382	11550	382	11550
78	30	1136	30	1136	22924	22924	387	11700	387	11700
79	30	1160	30	1160	23566	23566	392	11850	392	11850
80	30	1185	30	1185	24214	24214	397	12000	397	12000
81	30	1210	30	1210	24869	24869	402	12150	402	12150
82	30	1235	30	1235	25531	25531	407	12300	407	12300
83	30	1261	30	1261	26199	26199	412	12450	412	12450
84	30	1287	30	1287	26873	26873	417	12600	417	12600
85	30	1313	30	1313	27554	27554	422	12750	422	12750
86	30	1339	30	1339	28242	28242	427	12900	427	12900
87	30	1365	30	1365	28936	28936	432	13050	432	13050
88	30	1392	30	1392	29636	29636	437	13200	437	13200
89	30	1419	30	1419	30343	30343	442	13350	442	13350
90	30	1446	30	1446	31057	31057	447	13500	447	13500
91	30	1474	30	1474	31777	31777	452	13650	452	13650
92	30	1502	30	1502	32503	32503	457	13800	457	13800
93	30	1530	30	1530	33236	33236	462	13950	462	13950
94	30	1558	30	1558	33976	33976	467	14100	467	14100
95	30	1586	30	1586	34722	34722	472	14250	472	14250
96	30	1615	30	1615	35474	35474	477	14400	477	14400
97	30	1644	30	1644	36233	36233	482	14550	482	14550
98	30	1673	30	1673	36999	36999	487	14700	487	14700
99	30	1703	30	1703	37771	37771	492	14850	492	14850
100	30	1733	30	1733	38549	38549	497	15000	497	15000
