#PVF_File

[equalization]
	3	20	30	`混乱新手`
	24.78	30	68.35	18
	18	17.55	15.92	4.22
	4.22	4.22	4.22	24.78
	15.24	15	52.49	11.34
	11.35	11.17	10.49	3.8
	3.8	3.8	3.8	15.24
	10.93	10	42.6	8.28
	8.28	8.19	7.83	3.45
	3.45	3.45	3.45	10.93
	8.48	7.5	35.85	6.52
	6.52	6.47	6.25	3.17
	3.17	3.17	3.17	8.48
	6.91	6	30.94	5.38
	5.38	5.34	5.2	2.92
	2.92	2.92	2.92	6.91
	5.8	5	27.22	4.58
	4.58	4.55	4.45	2.71
	2.71	2.71	2.71	5.8
	4.99	4.29	24.29	3.98
	3.98	3.97	3.89	2.53
	2.53	2.53	2.53	4.99
	4.37	3.75	21.94	3.53
	3.53	3.51	3.46	2.38
	2.38	2.38	2.38	4.37
	3.87	3.33	20	3.16
	3.16	3.15	3.11	2.24
	2.24	2.24	2.24	3.87
	3.47	3	18.37	2.87
	2.87	2.86	2.82	2.11
	2.11	2.11	2.11	3.47
	3.14	2.73	16.99	2.62
	2.62	2.62	2.59	2
	2	2	2	3.14
	2.86	2.5	15.81	2.42
	2.42	2.41	2.39	1.9
	1.9	1.9	1.9	2.86
	2.63	2.31	14.77	2.24
	2.24	2.24	2.22	1.81
	1.81	1.81	1.81	2.63
	2.42	2.14	13.87	2.09
	2.09	2.08	2.07	1.73
	1.73	1.73	1.73	2.42
	2.25	2	13.07	1.95
	1.96	1.95	1.94	1.65
	1.65	1.65	1.65	2.25
	2.09	1.88	12.35	1.84
	1.84	1.84	1.83	1.58
	1.58	1.58	1.58	2.09
	1.95	1.76	11.71	1.73
	1.73	1.73	1.72	1.52
	1.52	1.52	1.52	1.95
	1.83	1.67	11.14	1.64
	1.64	1.64	1.63	1.46
	1.46	1.46	1.46	1.83
	1.72	1.58	10.61	1.56
	1.56	1.56	1.55	1.41
	1.41	1.41	1.41	1.72
	1.62	1.5	10.14	1.48
	1.48	1.48	1.48	1.36
	1.36	1.36	1.36	1.62
	1.53	1.43	9.7	1.41
	1.41	1.41	1.41	1.31
	1.31	1.31	1.31	1.53
	1.45	1.36	9.3	1.35
	1.35	1.35	1.35	1.27
	1.27	1.27	1.27	1.45
	1.38	1.3	8.94	1.3
	1.3	1.29	1.29	1.23
	1.23	1.23	1.23	1.38
	1.31	1.25	8.6	1.24
	1.24	1.24	1.24	1.19
	1.19	1.19	1.19	1.31
	1.25	1.2	8.28	1.19
	1.19	1.19	1.19	1.15
	1.15	1.15	1.15	1.25
	1.19	1.15	7.99	1.15
	1.15	1.15	1.15	1.12
	1.12	1.12	1.12	1.19
	1.14	1.11	7.72	1.11
	1.11	1.11	1.11	1.09
	1.09	1.09	1.09	1.14
	1.09	1.07	7.46	1.07
	1.07	1.07	1.07	1.06
	1.06	1.06	1.06	1.09
	1.04	1.03	7.22	1.03
	1.03	1.03	1.03	1.03
	1.03	1.03	1.03	1.04
	1	1	7	1
	1	1	1	1
	1	1	1	1
	0.96	0.97	6.79	0.97
	0.97	0.97	0.97	0.97
	0.97	0.97	0.97	0.96
	0.92	0.94	6.59	0.94
	0.94	0.94	0.94	0.95
	0.95	0.95	0.95	0.92
	0.89	0.91	6.41	0.91
	0.91	0.91	0.91	0.93
	0.93	0.93	0.93	0.89
	0.86	0.88	6.23	0.88
	0.88	0.88	0.89	0.9
	0.9	0.9	0.9	0.86
	0.82	0.86	6.06	0.86
	0.86	0.86	0.86	0.88
