#PVF_File

[equalization]
	5	20	29	`最后防御线`
	12.6	30.0	49.82	9.29	9.29	9.29	9.29	7.93	5.29	7.93	5.29
	6.27	1.0	6.27	6.34	10.57	26.8	5.09	5.09	5.09	5.09	5.03
	3.35	5.03	3.35	3.74	1.0	3.74	4.96	7.09	21.82	4.19	4.19
	4.19	4.19	4.6	3.07	4.6	3.07	3.26	1.0	3.26	4.08	5.35
	18.43	3.57	3.57	3.57	3.57	4.24	2.83	4.24	2.83	2.89	1.0
	2.89	3.48	4.3	15.98	3.11	3.11	3.11	3.11	3.94	2.63	3.94
	2.63	2.61	1.0	2.61	3.03	3.61	14.13	2.76	2.76	2.76	2.76
	3.68	2.45	3.68	2.45	2.37	1.0	2.37	2.69	3.11	12.67	2.48
	2.48	2.48	2.48	3.46	2.3	3.46	2.3	2.18	1.0	2.18	2.42
	2.74	11.5	2.26	2.26	2.26	2.26	3.26	2.17	3.26	2.17	2.02
	1.0	2.02	2.2	2.45	10.54	2.08	2.08	2.08	2.08	3.09	2.06
	3.09	2.06	1.88	1.0	1.88	2.02	2.22	9.74	1.92	1.92	1.92
	1.92	2.93	1.95	2.93	1.95	1.76	1.0	1.76	1.87	2.03	9.05
	1.79	1.79	1.79	1.79	2.79	1.86	2.79	1.86	1.65	1.0	1.65
	1.74	1.87	8.47	1.68	1.68	1.68	1.68	2.67	1.78	2.67	1.78
	1.56	1.0	1.56	1.63	1.74	7.96	1.58	1.58	1.58	1.58	2.56
	1.7	2.56	1.7	1.48	1.0	1.48	1.54	1.62	7.51	1.49	1.49
	1.49	1.49	2.46	1.64	2.46	1.64	1.41	1.0	1.41	1.45	1.52
	7.12	1.41	1.41	1.41	1.41	2.36	1.57	2.36	1.57	1.35	1.0
	1.35	1.38	1.43	6.76	1.34	1.34	1.34	1.34	2.28	1.52	2.28
	1.52	1.29	1.0	1.29	1.31	1.36	6.45	1.28	1.28	1.28	1.28
	2.2	1.47	2.2	1.47	1.23	1.0	1.23	1.25	1.29	6.16	1.23
	1.23	1.23	1.23	2.12	1.42	2.12	1.42	1.19	1.0	1.19	1.2
	1.23	5.91	1.18	1.18	1.18	1.18	2.06	1.37	2.06	1.37	1.14
	1.0	1.14	1.15	1.17	5.67	1.13	1.13	1.13	1.13	2.0	1.33
	2.0	1.33	1.1	1.0	1.1	1.1	1.12	5.46	1.09	1.09	1.09
	1.09	1.94	1.29	1.94	1.29	1.06	1.0	1.06	1.06	1.08	5.26
	1.05	1.05	1.05	1.05	1.88	1.26	1.88	1.26	1.03	1.0	1.03
	1.02	1.04	5.08	1.01	1.01	1.01	1.01	1.83	1.22	1.83	1.22
	1.0	1.0	1.0	0.99	1.0	4.91	0.98	0.98	0.98	0.98	1.79
	1.19	1.79	1.19	0.97	1.0	0.97	0.96	0.97	4.76	0.95	0.95
	0.95	0.95	1.74	1.16	1.74	1.16	0.94	1.0	0.94	0.93	0.93
	4.62	0.92	0.92	0.92	0.92	1.7	1.13	1.7	1.13	0.91	1.0
	0.91	0.9	0.9	4.48	0.9	0.9	0.9	0.9	1.66	1.11	1.66
	1.11	0.89	1.0	0.89	0.87	0.88	4.36	0.87	0.87	0.87	0.87
	1.62	1.08	1.62	1.08	0.87	1.0	0.87	0.85	0.85	4.24	0.85
	0.85	0.85	0.85	1.59	1.06	1.59	1.06	0.85	1.0	0.85	0.83
	0.83	4.13	0.83	0.83	0.83	0.83	1.55	1.03	1.55	1.03	0.83
	1.0	0.83	0.8	0.8	4.03	0.81	0.81	0.81	0.81	1.52	1.01
	1.52	1.01	0.81	1.0	0.81	0.78	0.78	3.93	0.79	0.79	0.79
	0.79	1.49	0.99	1.49	0.99	0.79	1.0	0.79	0.77	0.76	3.84
	0.77	0.77	0.77	0.77	1.46	0.97	1.46	0.97	0.77	1.0	0.77
	0.75	0.74	3.75	0.75	0.75	0.75	0.75	1.43	0.96	1.43	0.96
	0.76	1.0	0.76	0.73	0.73	3.67	0.73	0.73	0.73	0.73	1.41
	0.94	1.41	0.94	0.74	1.0	0.74	0.72	0.71	3.59	0.72	0.72
	0.72	0.72	1.38	0.92	1.38	0.92	0.73	1.0	0.73	0.7	0.69
	3.52	0.7	0.7	0.7	0.7	1.36	0.91	1.36	0.91	0.71	1.0
	0.71	0.69	0.68	3.45	0.69	0.69	0.69	0.69	1.34	0.89	1.34
	0.89	0.7	1.0	0.7	0.67	0.67	3.38	0.68	0.68	0.68	0.68
	1.31	0.88	1.31	0.88	0.69	1.0	0.69	0.66	0.65	3.32	0.66
	0.66	0.66	0.66	1.29	0.86	1.29	0.86	0.67	1.0	0.67	0.65
	0.64	3.26	0.65	0.65	0.65	0.65	1.27	0.85	1.27	0.85	0.66
	1.0	0.66	0.64	0.63	3.2	0.64	0.64	0.64	0.64	1.25	0.84
	1.25	0.84	0.65	1.0	0.65	0.62	0.62	3.14	0.63	0.63	0.63
	0.63	1.24	0.82	1.24	0.82	0.64	1.0	0.64	0.61	0.6	3.09
	0.62	0.62	0.62	0.62	1.22	0.81	1.22	0.81	0.63	1.0	0.63
	0.6	0.59	3.04	0.61	0.61	0.61	0.61	1.2	0.8	1.2	0.8
	0.62	1.0	0.62	0.59	0.58	2.99	0.6	0.6	0.6	0.6	1.18
	0.79	1.18	0.79	0.61	1.0	0.61	0.58	0.57	2.95	0.59	0.59
	0.59	0.59	1.17	0.78	1.17	0.78	0.6	1.0	0.6	0.58	0.57
	2.9	0.58	0.58	0.58	0.58	1.15	0.77	1.15	0.77	0.59	1.0
	0.59	0.57	0.56	2.86	0.57	0.57	0.57	0.57	1.14	0.76	1.14
	0.76	0.59	1.0	0.59	0.56	0.55	2.82	0.57	0.57	0.57	0.57
	1.12	0.75	1.12	0.75	0.58	1.0	0.58	0.55	0.54	2.78	0.56
	0.56	0.56	0.56	1.11	0.74	1.11	0.74	0.57	1.0	0.57	0.54
	0.53	2.74	0.55	0.55	0.55	0.55	1.1	0.73	1.1	0.73	0.56
	1.0	0.56	0.54	0.52	2.7	0.54	0.54	0.54	0.54	1.08	0.72
	1.08	0.72	0.56	1.0	0.56	0.53	0.52	2.67	0.54	0.54	0.54
	0.54	1.07	0.71	1.07	0.71	0.55	1.0	0.55	0.52	0.51	2.63
	0.53	0.53	0.53	0.53	1.06	0.71	1.06	0.71	0.54	1.0	0.54
	0.51	0.5	2.6	0.52	0.52	0.52	0.52	1.05	0.7	1.05	0.7
	0.54	1.0	0.54	0.5	0.5	2.57	0.52	0.52	0.52	0.52	1.04
	0.69	1.04	0.69	0.53	1.0	0.53	0.5	0.49	2.54	0.51	0.51
	0.51	0.51	1.03	0.68	1.03	0.68	0.52	1.0	0.52	0.49	0.48
	2.51	0.5	0.5	0.5	0.5	1.01	0.68	1.01	0.68	0.52	1.0
	0.52	0.48	0.48	2.48	0.46	0.46	0.46	0.46	1.0	0.67	1.0
	0.67	0.51	1.0	0.51	0.47	0.47	2.45	0.45	0.45	0.45	0.45
	0.99	0.66	0.99	0.66	0.51	1.0	0.51	0.47	0.47	2.42	0.45
	0.45	0.45	0.45	0.98	0.66	0.98	0.66	0.5	1.0	0.5	0.46
	0.46	2.4	0.44	0.44	0.44	0.44	0.98	0.65	0.98	0.65	0.5
	1.0	0.5	0.45	0.46	2.37	0.44	0.44	0.44	0.44	0.97	0.64
	0.97	0.64	0.49	1.0	0.49	0.45	0.45	2.35	0.43	0.43	0.43
	0.43	0.96	0.64	0.96	0.64	0.49	1.0	0.49	0.44	0.45	2.32
	0.43	0.43	0.43	0.43	0.95	0.63	0.95	0.63	0.48	1.0	0.48
	0.43	0.44	2.3	0.42	0.42	0.42	0.42	0.94	0.63	0.94	0.63
	0.48	1.0	0.48	0.43	0.44	2.27	0.42	0.42	0.42	0.42	0.93
	0.62	0.93	0.62	0.47	1.0	0.47	0.42	0.43	2.25	0.41	0.41
	0.41	0.41	0.92	0.62	0.92	0.62	0.47	1.0	0.47	0.42	0.43
	2.23	0.41	0.41	0.41	0.41	0.92	0.61	0.92	0.61	0.46	1.0
	0.46	0.41	0.42	2.21	0.41	0.41	0.41	0.41	0.91	0.61	0.91
	0.61	0.46	1.0	0.46	0.41	0.42	2.19	0.4	0.4	0.4	0.4
	0.9	0.6	0.9	0.6	0.45	1.0	0.45	0.4	0.42	2.17	0.4
	0.4	0.4	0.4	0.89	0.6	0.89	0.6	0.45	1.0	0.45	0.4
	0.41	2.15	0.4	0.4	0.4	0.4	0.89	0.59	0.89	0.59	0.45
	1.0	0.45	0.39	0.41	2.13	0.39	0.39	0.39	0.39	0.88	0.59
	0.88	0.59	0.44	1.0	0.44	0.39	0.41	2.11	0.39	0.39	0.39
	0.39	0.87	0.58	0.87	0.58	0.44	1.0	0.44	0.39	0.4	2.1
	0.39	0.39	0.39	0.39	0.87	0.58	0.87	0.58	0.44	1.0	0.44
	0.38	0.4	2.08	0.38	0.38	0.38	0.38	0.86	0.57	0.86	0.57
	0.43	1.0	0.43	0.38	0.39	2.06	0.38	0.38	0.38	0.38	0.85
	0.57	0.85	0.57	0.43	1.0	0.43	0.37	0.39	2.05	0.38	0.38
	0.38	0.38	0.85	0.56	0.85	0.56	0.43	1.0	0.43	0.37	0.39
	2.03	0.37	0.37	0.37	0.37	0.84	0.56	0.84	0.56	0.42	1.0
	0.42	0.37	0.38	2.01	0.37	0.37	0.37	0.37	0.84	0.56	0.84
	0.56	0.42	1.0	0.42	0.36	0.38	2.0	0.37	0.37	0.37	0.37
	0.83	0.55	0.83	0.55	0.42	1.0	0.42	0.36	0.38	1.98	0.37
	0.37	0.37	0.37	0.82	0.55	0.82	0.55	0.41	1.0	0.41	0.36
	0.38	1.97	0.36	0.36	0.36	0.36	0.82	0.55	0.82	0.55	0.41
	1.0	0.41	0.35	0.37	1.95	0.36	0.36	0.36	0.36	0.81	0.54
	0.81	0.54	0.41	1.0	0.41	0.35	0.37	1.94	0.36	0.36	0.36
	0.36	0.81	0.54	0.81	0.54	0.4	1.0	0.4	0.35	0.37	1.93
	0.35	0.35	0.35	0.35	0.8	0.53	0.8	0.53	0.4	1.0	0.4
	0.34	0.36	1.91	0.35	0.35	0.35	0.35	0.8	0.53	0.8	0.53
	0.4	1.0	0.4	0.34	0.36	1.9	0.35	0.35	0.35	0.35	0.79
	0.53	0.79	0.53	0.4	1.0	0.4	0.34	0.36	1.89	0.35	0.35
	0.35	0.35	0.79	0.52	0.79	0.52	0.39	1.0	0.39	0.34	0.36
	1.87	0.35	0.35	0.35	0.35	0.78	0.52	0.78	0.52	0.39	1.0
	0.39	0.33	0.35	1.86	0.34	0.34	0.34	0.34	0.78	0.52	0.78
	0.52	0.39	1.0	0.39	0.33	0.35	1.85	0.34	0.34	0.34	0.34
	0.77	0.52	0.77	0.52	0.39	1.0	0.39	0.33	0.35	1.84	0.34
	0.34	0.34	0.34	0.77	0.51	0.77	0.51	0.38	1.0	0.38	0.33
	0.35	1.83	0.34	0.34	0.34	0.34	0.76	0.51	0.76	0.51	0.38
	1.0	0.38	0.32	0.35	1.81	0.33	0.33	0.33	0.33	0.76	0.51
	0.76	0.51	0.38	1.0	0.38	0.32	0.34	1.8	0.33	0.33	0.33
	0.33	0.76	0.5	0.76	0.5	0.38	1.0	0.38	0.32	0.34	1.79
	0.33	0.33	0.33	0.33	0.75	0.5	0.75	0.5	0.38	1.0	0.38
	30	39	`后方战线`	16.6	40.0	65.27	12.14	12.14	12.14	12.14	7.93
	5.29	7.93	5.29	13.55	1.0	13.55	8.35	14.09	35.12	6.65	6.65
	6.65	6.65	5.03	3.35	5.03	3.35	8.07	1.0	8.07	6.54	9.45
	28.59	5.48	5.48	5.48	5.48	4.6	3.07	4.6	3.07	7.04	1.0
	7.04	5.38	7.13	24.15	4.66	4.66	4.66	4.66	4.24	2.83	4.24
	2.83	6.25	1.0	6.25	4.58	5.74	20.94	4.07	4.07	4.07	4.07
	3.94	2.63	3.94	2.63	5.63	1.0	5.63	3.99	4.81	18.51	3.61
	3.61	3.61	3.61	3.68	2.45	3.68	2.45	5.12	1.0	5.12	3.55
	4.15	16.6	3.25	3.25	3.25	3.25	3.46	2.3	3.46	2.3	4.7
	1.0	4.7	3.19	3.65	15.07	2.96	2.96	2.96	2.96	3.26	2.17
	3.26	2.17	4.35	1.0	4.35	2.9	3.27	13.81	2.72	2.72	2.72
	2.72	3.09	2.06	3.09	2.06	4.05	1.0	4.05	2.67	2.96	12.76
	2.51	2.51	2.51	2.51	2.93	1.95	2.93	1.95	3.8	1.0	3.8
	2.47	2.7	11.86	2.34	2.34	2.34	2.34	2.79	1.86	2.79	1.86
	3.57	1.0	3.57	2.3	2.49	11.09	2.19	2.19	2.19	2.19	2.67
	1.78	2.67	1.78	3.38	1.0	3.38	2.15	2.31	10.43	2.06	2.06
