#PVF_File

[Revision Table]
	
	[type]
		`character`
	[/type]
	210.7
	196	117.21	15.82	15.82	15.82	15.82	5.55	3.7	5.55	3.7	9.48	1	9.48	150.2	98.61
	90.1	12.38	12.38	12.38	12.38	5.03	3.35	5.03	3.35	8.07	1	8.07	116.57	66.14	73.34
	10.19	10.19	10.19	10.19	4.6	3.07	4.6	3.07	7.04	1	7.04	95.17	49.91	61.95	8.68
	8.68	8.68	8.68	4.24	2.83	4.24	2.83	6.25	1	6.25	80.34	40.17	53.72	7.57	7.57
	7.57	7.57	3.94	2.63	3.94	2.63	5.63	1	5.63	62.96	33.68	47.48	6.72	6.72	6.72
	6.72	3.68	2.45	3.68	2.45	5.12	1	5.12	55.49	29.04	42.59	6.05	6.05	6.05	6.05
	3.46	2.3	3.46	2.3	4.7	1	4.7	49.59	25.57	38.66	5.5	5.5	5.5	5.5	3.26
	2.17	3.26	2.17	4.35	1	4.35	44.81	22.86	35.43	5.05	5.05	5.05	5.05	3.09	2.06
	3.09	2.06	4.05	1	4.05	40.86	20.7	32.73	4.68	4.68	4.68	4.68	2.93	1.95	2.93
	1.95	3.8	1	3.8	33.98	18.92	30.43	4.36	4.36	4.36	4.36	2.79	1.86	2.79	1.86
	3.57	1	3.57	31.48	17.45	28.46	4.08	4.08	4.08	4.08	2.67	1.78	2.67	1.78	3.38
	1	3.38	29.32	16.2	26.75	3.84	3.84	3.84	3.84	2.56	1.7	2.56	1.7	3.2	1
	3.2	27.43	15.13	25.24	3.63	3.63	3.63	3.63	2.46	1.64	2.46	1.64	3.05	1	3.05
	25.78	14.2	23.92	3.44	3.44	3.44	3.44	2.36	1.57	2.36	1.57	2.91	1	2.91	21.52
	13.39	22.73	3.27	3.27	3.27	3.27	2.28	1.52	2.28	1.52	2.78	1	2.78	20.38	12.68
	21.67	3.12	3.12	3.12	3.12	2.2	1.47	2.2	1.47	2.67	1	2.67	19.35	12.04	20.72
	2.99	2.99	2.99	2.99	2.12	1.42	2.12	1.42	2.56	1	2.56	18.42	11.47	19.86	2.86
	2.86	2.86	2.86	2.06	1.37	2.06	1.37	2.47	1	2.47	17.58	10.96	19.07	2.75	2.75
	2.75	2.75	2	1.33	2	1.33	2.38	1	2.38	14.72	10.49	18.35	2.65	2.65	2.65
	2.65	1.94	1.29	1.94	1.29	2.3	1	2.3	14.12	10.07	17.69	2.55	2.55	2.55	2.55
	1.88	1.26	1.88	1.26	2.22	1	2.22	13.57	9.69	17.08	2.47	2.47	2.47	2.47	1.83
	1.22	1.83	1.22	2.16	1	2.16	13.06	9.33	16.52	2.39	2.39	2.39	2.39	1.79	1.19
	1.79	1.19	2.09	1	2.09	12.59	9.01	16	2.31	2.31	2.31	2.31	1.74	1.16	1.74
	1.16	2.03	1	2.03	9.94	8.71	15.52	2.24	2.24	2.24	2.24	1.7	1.13	1.7	1.13
	1.98	1	1.98	9.59	8.43	15.07	2.18	2.18	2.18	2.18	1.66	1.11	1.66	1.11	1.92
	1	1.92	9.28	8.17	14.65	2.12	2.12	2.12	2.12	1.62	1.08	1.62	1.08	1.87	1
	1.87	8.98	7.93	14.25	2.06	2.06	2.06	2.06	1.59	1.06	1.59	1.06	1.83	1	1.83
	8.7	7.71	13.88	2.01	2.01	2.01	2.01	1.55	1.03	1.55	1.03	1.78	1	1.78	6.51
	7.5	13.54	1.96	1.96	1.96	1.96	1.52	1.01	1.52	1.01	1.74	1	1.74	6.31	7.3
	13.21	1.91	1.91	1.91	1.91	1.49	0.99	1.49	0.99	1.7	1	1.7	6.13	7.12	12.9
	1.87	1.87	1.87	1.87	1.46	0.97	1.46	0.97	1.67	1	1.67	5.95	6.95	12.61	1.83
	1.83	1.83	1.83	1.43	0.96	1.43	0.96	1.63	1	1.63	5.78	6.78	12.34	1.79	1.79
	1.79	1.79	1.41	0.94	1.41	0.94	1.6	1	1.6	5.62	6.63	12.07	1.75	1.75	1.75
	1.75	1.38	0.92	1.38	0.92	1.57	1	1.57	5.47	6.48	11.83	1.72	1.72	1.72	1.72
	1.36	0.91	1.36	0.91	1.54	1	1.54	5.32	6.34	11.59	1.68	1.68	1.68	1.68	1.34
	0.89	1.34	0.89	1.51	1	1.51	5.18	6.21	11.37	1.65	1.65	1.65	1.65	1.31	0.88
	1.31	0.88	1.48	1	1.48	5.05	6.09	11.15	1.62	1.62	1.62	1.62	1.29	0.86	1.29
	0.86	1.46	1	1.46	3.38	5.97	10.95	1.59	1.59	1.59	1.59	1.27	0.85	1.27	0.85
	1.43	1	1.43	3.29	5.86	10.76	1.56	1.56	1.56	1.56	1.25	0.84	1.25	0.84	1.41
	1	1.41	3.2	5.75	10.57	1.53	1.53	1.53	1.53	1.24	0.82	1.24	0.82	1.38	1
	1.38	3.11	5.64	10.39	1.51	1.51	1.51	1.51	1.22	0.81	1.22	0.81	1.36	1	1.36
