#PVF_File

[Revision Table]
	`character`
	27.09	63	21.6	17.62	17.62	17.62	17.62	7.8	7.8	7.8	7.8	12.19	1	19.37	31.53
	16.22	14.16	14.16	14.16	14.16	7.03	7.03	7.03	7.03	10.33	1	15.08	21.04	12.99	11.85
	11.85	11.85	11.85	6.4	6.4	6.4	6.4	8.96	1	12.35	15.8	10.83	10.18	10.18	10.18
	10.18	5.87	5.87	5.87	5.87	7.91	1	10.46	12.65	9.3	8.93	8.93	8.93	8.93	5.42
	5.42	5.42	5.42	7.09	1	9.08	10.56	8.14	7.96	7.96	7.96	7.96	5.04	5.04	5.04
	5.04	6.42	1	8.02	9.06	7.25	7.18	7.18	7.18	7.18	4.71	4.71	4.71	4.71	5.87
	1	7.18	7.93	6.53	6.54	6.54	6.54	6.54	4.42	4.42	4.42	4.42	5.4	1	6.5
	7.06	5.94	6	6	6	6	4.16	4.16	4.16	4.16	5.01	1	5.95	6.36	5.45
	5.55	5.55	5.55	5.55	3.94	3.94	3.94	3.94	4.67	1	5.48	5.79	5.04	5.16	5.16
	5.16	5.16	3.73	3.73	3.73	3.73	4.37	1	5.08	5.31	4.68	4.82	4.82	4.82	4.82
	3.55	3.55	3.55	3.55	4.11	1	4.73	4.91	4.38	4.53	4.53	4.53	4.53	3.39	3.39
	3.39	3.39	3.88	1	4.43	4.56	4.11	4.27	4.27	4.27	4.27	3.23	3.23	3.23	3.23
	3.67	1	4.17	4.26	3.87	4.03	4.03	4.03	4.03	3.1	3.1	3.1	3.1	3.49	1
	3.93	4	3.66	3.83	3.83	3.83	3.83	2.97	2.97	2.97	2.97	3.32	1	3.72	3.77
	3.47	3.64	3.64	3.64	3.64	2.86	2.86	2.86	2.86	3.17	1	3.54	3.56	3.3	3.47
	3.47	3.47	3.47	2.75	2.75	2.75	2.75	3.03	1	3.37	3.38	3.14	3.32	3.32	3.32
	3.32	2.65	2.65	2.65	2.65	2.91	1	3.21	3.21	3	3.18	3.18	3.18	3.18	2.56
	2.56	2.56	2.56	2.79	1	3.07	3.06	2.88	3.05	3.05	3.05	3.05	2.47	2.47	2.47
