#PVF_File

[Revision Table]
	
	[type]
		`character`
	[/type]
	122.56
	72	35.25	42.67	42.67	42.67	42.67	10.47	10.47	10.47	10.47	41.11	82.21	49.33	86.56	36
	27.07	26.86	26.86	26.86	26.86	9.42	9.42	9.42	9.42	29.03	58.06	34.84	66.58	24	21.97
	19.61	19.61	19.61	19.61	8.57	8.57	8.57	8.57	22.33	44.66	26.79	53.87	18	18.49	15.43
	15.43	15.43	15.43	7.85	7.85	7.85	7.85	18.07	36.14	21.68	45.09	14.4	15.96	12.73	12.73
	12.73	12.73	7.25	7.25	7.25	7.25	15.12	30.24	18.15	38.66	12	14.04	10.82	10.82	10.82
	10.82	6.73	6.73	6.73	6.73	12.96	25.93	15.56	33.74	10.29	12.53	9.42	9.42	9.42	9.42
	6.28	6.28	6.28	6.28	11.32	22.64	13.58	29.87	9	11.31	8.33	8.33	8.33	8.33	5.89
	5.89	5.89	5.89	10.02	20.04	12.02	26.75	8	10.31	7.47	7.47	7.47	7.47	5.54	5.54
	5.54	5.54	8.97	17.94	10.77	24.17	7.2	9.48	6.77	6.77	6.77	6.77	5.24	5.24	5.24
	5.24	8.11	16.21	9.73	22.01	6.55	8.76	6.19	6.19	6.19	6.19	4.96	4.96	4.96	4.96
	7.38	14.76	8.86	20.17	6	8.15	5.7	5.7	5.7	5.7	4.71	4.71	4.71	4.71	6.77
	13.53	8.12	18.59	5.54	7.62	5.28	5.28	5.28	5.28	4.49	4.49	4.49	4.49	6.24	12.47
	7.48	17.22	5.14	7.15	4.92	4.92	4.92	4.92	4.28	4.28	4.28	4.28	5.78	11.55	6.93
	16.02	4.8	6.74	4.61	4.61	4.61	4.61	4.1	4.1	4.1	4.1	5.37	10.75	6.45	14.96
	4.5	6.37	4.33	4.33	4.33	4.33	3.93	3.93	3.93	3.93	5.02	10.03	6.02	14.01	4.24
	6.04	4.08	4.08	4.08	4.08	3.77	3.77	3.77	3.77	4.7	9.4	5.64	13.17	4	5.74
	3.86	3.86	3.86	3.86	3.62	3.62	3.62	3.62	4.42	8.83	5.3	12.41	3.79	5.47	3.67
	3.67	3.67	3.67	3.49	3.49	3.49	3.49	4.16	8.32	4.99	11.72	3.6	5.23	3.49	3.49
	3.49	3.49	3.37	3.37	3.37	3.37	3.93	7.86	4.72	11.09	3.43	5	3.33	3.33	3.33
	3.33	3.25	3.25	3.25	3.25	3.72	7.44	4.47	10.52	3.27	4.8	3.18	3.18	3.18	3.18
	3.14	3.14	3.14	3.14	3.53	7.06	4.24	10	3.13	4.61	3.04	3.04	3.04	3.04	3.04
	3.04	3.04	3.04	3.36	6.71	4.03	9.52	3	4.43	2.92	2.92	2.92	2.92	2.95	2.95
	2.95	2.95	3.19	6.39	3.83	9.08	2.88	4.27	2.8	2.8	2.8	2.8	2.86	2.86	2.86
	2.86	3.05	6.09	3.66	8.68	2.77	4.12	2.7	2.7	2.7	2.7	2.77	2.77	2.77	2.77
	2.91	5.82	3.49	8.3	2.67	3.98	2.6	2.6	2.6	2.6	2.69	2.69	2.69	2.69	2.78
	5.57	3.34	7.95	2.57	3.85	2.51	2.51	2.51	2.51	2.62	2.62	2.62	2.62	2.67	5.33
	3.2	7.62	2.48	3.73	2.42	2.42	2.42	2.42	2.55	2.55	2.55	2.55	2.56	5.11	3.07
	7.31	2.4	3.61	2.34	2.34	2.34	2.34	2.48	2.48	2.48	2.48	2.45	4.91	2.94	7.03
	2.32	3.5	2.27	2.27	2.27	2.27	2.42	2.42	2.42	2.42	2.36	4.72	2.83	6.76	2.25
	3.4	2.2	2.2	2.2	2.2	2.36	2.36	2.36	2.36	2.27	4.54	2.72	6.51	2.18	3.3
	2.13	2.13	2.13	2.13	2.3	2.3	2.3	2.3	2.18	4.37	2.62	6.28	2.12	3.21	2.07
	2.07	2.07	2.07	2.24	2.24	2.24	2.24	2.1	4.21	2.53	6.05	2.06	3.13	2.01	2.01
	2.01	2.01	2.19	2.19	2.19	2.19	2.03	4.06	2.44	5.84	2	3.04	1.95	1.95	1.95
	1.95	2.14	2.14	2.14	2.14	1.96	3.92	2.35	5.65	1.95	2.97	1.9	1.9	1.9	1.9
	2.09	2.09	2.09	2.09	1.89	3.79	2.27	5.46	1.89	2.89	1.85	1.85	1.85	1.85	2.05
	2.05	2.05	2.05	1.83	3.66	2.2	5.28	1.85	2.82	1.8	1.8	1.8	1.8	2.01	2.01
	2.01	2.01	1.77	3.54	2.13	5.11	1.8	2.76	1.76	1.76	1.76	1.76	1.96	1.96	1.96
	1.96	1.72	3.43	2.06	4.96	1.76	2.69	1.72	1.72	1.72	1.72	1.92	1.92	1.92	1.92
	1.66	3.32	1.99	4.8	1.71	2.63	1.68	1.68	1.68	1.68	1.88	1.88	1.88	1.88	1.61
	3.22	1.93	4.66	1.67	2.57	1.64	1.64	1.64	1.64	1.85	1.85	1.85	1.85	1.56	3.13
	1.88	4.52	1.64	2.52	1.6	1.6	1.6	1.6	1.81	1.81	1.81	1.81	1.52	3.03	1.82
	4.39	1.6	2.47	1.56	1.56	1.56	1.56	1.78	1.78	1.78	1.78	1.47	2.95	1.77	3.91
	1.57	2.23	1.53	1.53	1.53	1.53	1.74	1.74	1.74	1.74	1.43	2.86	1.72	3.8	1.53
	2.18	1.5	1.5	1.5	1.5	1.71	1.71	1.71	1.71	1.39	2.78	1.67	3.7	1.5	2.14
	1.47	1.47	1.47	1.47	1.68	1.68	1.68	1.68	1.35	2.71	1.62	3.6	1.47	2.1	1.44
